x,y,z,value,timestamp
1959,1259,1762,-819,1790019283
1185,98,1615,2607,1537815607
1471,1870,97,-1152,1808545812
1051,1344,1936,-8212,1380208141
1909,157,26,3688,1453940659
459,500,99,8611,1685200377
1370,1494,1426,-8739,1079535011
1225,1416,1325,-2190,1201342757
1382,482,1117,-6699,1835634729
1461,1868,1103,-8666,1350834132
1641,1828,1854,7742,1139997291
714,786,1333,7511,1099097161
487,247,761,-9124,1557175726
1829,472,852,-3459,1217545418
1819,571,986,821,1998360419
1538,1153,842,5168,1169871295
637,113,1329,-7365,1719282658
843,794,641,3270,1282637804
403,438,1875,5979,1446938394
97,1853,1588,4421,1291437102
1790,965,474,-1489,1275440778
1109,1966,95,-559,1663310465
1486,1523,1756,7971,1990237463
958,933,358,1763,1702426452
740,309,762,-734,1593020848
1649,937,1074,-9320,1158189236
194,1661,1676,3940,1309213300
573,1561,68,-8139,1912119391
937,1360,1085,-8361,1991727963
1666,1977,1228,129,1311052711
1850,950,1612,2052,1037030819
305,394,1979,-3012,1060768813
1323,1191,56,7020,1872315706
1729,678,977,2679,1052944130
500,1607,1929,8495,1422425157
1934,1118,1035,-982,1110462187
1689,1959,1242,4540,1260540996
785,1481,543,5526,1448043411
1001,268,301,6140,1483781083
490,357,104,1712,1939835771
1909,1025,241,375,1488493473
1973,81,1040,1763,1046870377
1999,410,996,-7581,1466318169
453,375,539,-1689,1912852321
1246,285,1345,-1691,1331666505
1436,384,1108,-5316,1332554388
1421,1266,1155,-3229,1523129708
8,558,368,2431,1593225919
1430,1170,491,-2623,1983763970
911,1760,1644,7414,1985257986
1251,1877,198,-3363,1965623153
541,693,1681,-8921,1119132497
1842,299,1019,-5707,1003377577
1274,511,1959,5807,1044804865
193,872,512,6884,1266853856
1295,54,1646,-7389,1024558130
1681,1249,306,5369,1932875265
1718,1612,1605,-349,1105373361
929,1160,316,1924,1086735185
454,73,1745,3093,1660924540
684,921,722,-8088,1659623240
553,1961,1113,3707,1422356296
1420,1244,1475,-9848,1031210687
1677,338,214,-2975,1843640252
1430,1679,173,-5284,1522064445
130,207,1434,7054,1251571717
1631,1082,1085,1906,1954215385
304,204,1310,1864,1589597968
1811,932,1552,-4293,1834280410
556,1449,759,5489,1850418625
506,56,398,858,1098934216
1699,969,632,212,1275050012
1829,87,1302,-6766,1423220262
1620,1895,1478,1233,1747435124
532,1169,1597,-9419,1779574877
1157,1906,1528,-4581,1255285754
1728,1260,1765,-7759,1143639598
114,72,1358,-8472,1682642388
753,320,1673,2330,1426415806
523,1362,1837,5226,1440463866
359,1201,993,-8561,1861713399
682,12,619,1302,1728635199
1136,1495,683,3727,1607516233
1790,1360,326,-7959,1803971663
487,10,1063,7782,1687361221
373,1862,591,9060,1735094220
51,571,1124,6303,1152473157
670,1784,1075,6172,1542960159
365,780,856,6350,1337713957
356,468,263,1255,1811748722
1464,730,538,5311,1272326593
1580,945,523,9196,1016719476
1254,929,1187,-1188,1034228647
720,1775,1152,-7541,1282389971
974,1955,1092,-5436,1368307668
255,1208,1211,9311,1078038560
1488,484,1899,6551,1819103941
812,1679,1596,6046,1285070989
933,1484,1317,-6471,1925007407
865,740,1639,-2409,1811571102
1819,1090,6,6598,1359697737
1235,96,1890,-789,1069657232
1215,1718,679,1885,1808470041
901,1585,445,3376,1617555265
1826,1015,1760,-7493,1560366499
97,1566,178,7437,1960952314
796,3,1393,6095,1108628378
437,1367,1080,1064,1903667193
1446,1776,1916,-5838,1018313125
588,922,1658,5198,1181542739
1689,333,1181,5386,1371955587
1414,1519,1669,5142,1667327421
1898,808,323,-3868,1952738352
611,643,1356,2068,1754862551
1125,1735,486,9805,1953078115
1207,1117,672,4137,1306018614
187,1983,1191,-7558,1222101937
479,1187,303,2461,1277401091
351,808,1966,7420,1468794842
31,541,1684,-5608,1246075290
1820,1487,1266,6982,1730468879
1327,1836,1254,9216,1841021776
239,567,505,-544,1565366280
10,1170,1894,1046,1278359791
682,1436,1564,-6034,1353129038
847,674,1421,6985,1327325394
463,1048,1136,-720,1075936771
12,737,669,161,1704264028
79,1126,1656,5191,1962207762
1488,1820,868,6028,1981422874
1900,567,1997,1719,1613790248
1261,1202,56,-4725,1497467120
103,1676,276,-625,1686620124
1847,710,806,-5392,1167080931
1430,690,1202,-4939,1450631928
1488,1742,1649,-2030,1994576026
618,1274,1004,-7183,1347329388
675,1420,150,-3481,1289475084
1553,1680,1770,568,1100157237
1043,1854,7,5906,1446429933
164,1660,1013,6114,1640911166
853,1036,1342,-8758,1064029533
39,285,699,-5029,1835316341
256,1800,296,4184,1438522494
536,1565,1215,6045,1670869056
1043,848,1706,88,1609765859
307,620,871,510,1670643261
1406,858,585,1133,1446239333
1594,96,8,-7718,1343309683
1906,733,1113,-6499,1395601264
651,861,1646,-9148,1043433732
976,1209,31,4306,1433751037
1275,1163,1449,2449,1750339746
1225,1997,732,4551,1696930917
1031,329,1696,8938,1385369404
223,390,449,-1510,1635961713
1878,1624,174,3562,1745935500
1717,1100,659,-3536,1582570753
1105,298,1026,-8602,1552566299
353,198,515,-6089,1965120289
888,1058,1026,1898,1577599564
1995,1092,1961,-2615,1831475699
919,891,444,3353,1822929534
932,334,1687,-2138,1957711992
649,433,192,5909,1167676268
153,1984,1479,-2263,1078302926
139,16,920,4612,1055135286
164,1934,487,9909,1089674152
127,139,503,-1701,1979244150
1958,1394,294,-1792,1991056954
1082,1423,520,4311,1820708577
121,379,1432,-3440,1540150357
1641,314,522,398,1175372614
1468,275,466,3536,1603806486
1561,884,1269,-9665,1974171330
1963,1366,1318,-8210,1982932300
1905,1897,685,1616,1356313457
764,1446,408,5688,1677872171
1277,1389,632,6461,1714754785
1269,1915,895,9588,1859589676
1181,468,8,469,1840223837
869,1083,1045,-4964,1885547686
191,889,1622,6930,1014728488
1643,1095,200,-569,1402996327
1459,664,1696,8327,1076426031
8,132,838,5257,1587534345
346,1512,322,-5150,1835315946
1189,976,387,5320,1226009616
890,1916,1938,5942,1312329611
1696,479,1317,3315,1415142034
1806,662,223,-3887,1830644652
268,757,79,3231,1449418957
1096,1456,586,-1600,1395495549
927,509,1359,-1573,1324922571
1393,1383,1800,-642,1950637560
339,192,1785,-3372,1770133096
813,986,253,5710,1027965257
218,1026,1850,-1830,1917924406
781,814,1534,2411,1889083483
789,1311,78,9432,1454226684
1814,1028,491,9358,1053279849
1600,194,524,6183,1866003403
1762,21,844,7532,1548837636
494,1240,94,-2837,1143526491
84,1662,1487,-3785,1963294853
920,522,1399,-3482,1362009672
1633,416,1274,-813,1551573601
282,1396,520,3053,1813752381
1643,820,927,8425,1531780155
1730,265,1312,-5749,1623323861
943,1018,556,-6093,1600008372
415,1500,711,-3861,1387360046
1282,1651,553,-3111,1866303003
1239,1781,648,6875,1497435971
8,1186,1522,9630,1588470590
1894,195,59,9972,1139129071
1251,959,1733,-6330,1135466507
1070,1422,1558,-9937,1661235324
1496,574,709,1659,1089017460
1716,1697,1023,-4052,1265394497
736,460,1407,5907,1739794817
1739,35,1263,-1758,1900559093
1943,633,645,-4636,1374520234
1618,406,1308,-4438,1562679062
1937,596,1396,8193,1994534533
1008,1817,1524,-1820,1788194983
1808,1206,1099,-790,1773593214
1015,565,406,7517,1973044732
311,1561,586,1678,1183224078
704,1997,127,5892,1025316183
1649,662,1203,5840,1652979243
1688,361,1903,8364,1581163105
1659,217,1475,-4464,1775274070
377,211,756,276,1150267801
1353,941,1868,-2274,1447536538
214,152,1177,774,1998828113
853,1225,153,1100,1767893272
1862,1482,1174,711,1604437476
253,1649,1127,-1136,1715486064
24,1586,1036,1496,1173778639
1372,925,65,-515,1375087126
1496,1719,1611,6448,1275283655
1208,1846,262,7750,1444349263
1572,466,1564,2731,1029516876
1592,629,438,-8591,1312611255
930,683,1051,-2020,1545226463
1343,1216,1682,8925,1037475741
611,1446,1305,8347,1426510853
866,1483,272,5872,1072969432
959,1697,1614,5733,1693299372
1145,1996,809,-8419,1257969469
1092,153,1002,3332,1374440728
1449,1359,586,-5757,1256326192
1335,998,928,4425,1604823377
421,917,873,-6341,1271893803
1325,874,1043,-4978,1805496295
445,427,1843,595,1024587153
573,272,568,-4667,1683120686
1709,548,1349,7786,1849522685
465,1408,712,-7716,1575631304
244,657,1259,9436,1334856809
529,571,1186,1053,1200165735
1232,1605,472,-1,1645688729
1007,1573,1855,3415,1386777249
1040,645,1848,-8656,1071745729
1718,565,1558,-7531,1217479793
524,31,117,4284,1121771210
1121,1739,350,3497,1943850631
870,732,1909,3424,1589442348
1472,1737,80,4804,1395180965
1421,218,117,4131,1184256287
1058,1695,681,5092,1308633776
1685,933,749,526,1677394907
1583,103,561,-3126,1165902824
711,1569,1702,-5787,1457975235
122,261,397,-3563,1906373218
646,287,453,3801,1183363835
404,1336,100,2470,1518507890
760,1864,453,1722,1676281540
1981,1851,522,2313,1187073327
24,427,1750,-2196,1133405815
1394,1728,1210,-9668,1830207667
1672,195,798,3073,1462308275
1212,1565,768,8820,1399300592
908,1367,835,-1486,1616825781
1006,1671,1612,8999,1095411385
1328,33,1642,-4984,1378561414
253,1357,1823,-9990,1397991300
773,473,272,1604,1306820118
1487,1357,1718,-4948,1628802494
502,380,695,9131,1297227634
749,1596,727,-7499,1810424426
397,165,13,7660,1308012492
755,998,429,-5516,1619742609
847,256,1698,492,1082633853
1367,83,1922,8185,1684986710
1587,1507,889,2357,1835884884
239,1673,1987,-5860,1079829147
268,1311,1669,-8356,1609081072
815,951,855,-2958,1164790342
440,1497,40,-1117,1796584596
1184,1169,606,-8516,1696334491
1112,1160,933,6194,1483909232
545,941,1404,6071,1989371467
1382,1865,1714,-9656,1665915344
848,233,463,-6068,1437110690
1035,1704,146,7944,1712978155
504,325,1559,4263,1912839657
794,1157,1271,1569,1693433455
714,1763,791,26,1640799303
1287,1173,916,-8912,1142969054
386,1386,1106,4121,1740432751
715,494,949,-5676,1716106010
296,1781,132,8204,1312150464
659,1557,1702,7775,1405061756
401,1158,579,277,1315229580
1806,382,1165,7248,1731408776
769,717,1065,3083,1457864787
929,777,1033,4614,1670178310
997,607,1162,3304,1829772381
685,745,1457,4982,1466182621
1360,1877,734,894,1979246018
1418,1077,217,771,1082174574
1678,1694,1182,4203,1132855668
435,320,1643,-135,1684491052
1593,1500,1572,-2160,1888421031
1665,1458,1130,2170,1261721570
728,1959,79,-8836,1725522851
655,585,564,9492,1849302150
808,1543,1755,-2668,1311168642
247,1000,576,4017,1048125317
1233,1410,896,2994,1756267777
802,1926,394,-8520,1192394399
707,78,393,1635,1977095233
1525,1097,805,3601,1132498095
1180,519,160,-8211,1721447256
1772,165,613,5450,1597767085
441,307,1452,-4168,1574687445
1443,1423,1587,7264,1126926230
195,1451,1044,-5803,1456098557
1476,484,559,-3491,1897984561
888,398,1271,-2069,1827401840
845,664,1787,7554,1632262707
1073,1695,96,-1614,1246015243
900,460,772,4491,1950829530
1187,180,1059,-6518,1937926607
206,70,1917,-9056,1126259699
1924,1630,1501,980,1771060787
1786,1321,1042,-1185,1752221913
1059,1065,623,5986,1491938667
1626,1199,1855,3493,1199853343
1766,1553,1230,2998,1618718303
36,786,1124,1080,1566045393
939,1319,1135,3014,1859414705
157,1607,1090,-7233,1995914485
1818,702,1559,-421,1409010410
469,1445,291,9747,1217901703
352,1551,1548,1150,1556940515
1667,1371,1928,7197,1281029682
970,1645,1722,2936,1034794058
1000,1166,1292,7619,1769046320
1578,1469,1357,-3328,1477805154
1922,1849,1589,-294,1824289910
1648,757,1158,5405,1733366214
607,786,1036,-2043,1263982206
1572,490,1550,2551,1938639368
1101,1590,1381,-4843,1540724771
712,18,175,-9317,1866340767
117,668,1422,-4061,1297557826
965,589,150,-1313,1121105380
1085,1154,152,-7204,1509292220
1114,1392,358,-3170,1596845494
1726,596,103,3775,1171240696
190,1401,1231,-2868,1875814594
451,1798,679,8787,1469338001
249,1910,1001,-7688,1380180369
389,1601,837,-3246,1779482062
1715,1326,1623,9564,1549878962
556,1156,318,1807,1152023479
317,223,17,-200,1803737917
40,926,1089,-1370,1218514176
345,38,1371,3211,1488508212
81,1782,1983,-8964,1311686604
121,37,747,-5778,1704742163
1707,1176,900,-8906,1701993035
969,903,1079,2072,1600342565
1577,929,648,-3628,1243606884
549,794,1400,4960,1721528548
999,1414,68,48,1775291412
916,1154,1604,6537,1007649248
1260,1364,1076,-2820,1712009777
852,1520,1130,8439,1143644747
22,1348,1403,9769,1915348084
1599,900,507,-9372,1319298031
1982,964,788,-1603,1492140434
600,763,1596,7650,1010092772
1311,1755,414,-2006,1339280046
730,1468,907,-2520,1490293854
441,377,926,-1419,1485549817
561,891,1684,-6038,1193224982
80,1887,105,-3146,1172311798
116,1232,513,96,1441248026
951,1087,1252,1411,1060470250
97,355,1085,6882,1039688302
438,394,1684,-1618,1350666036
605,1578,1271,-6331,1465831647
589,322,1978,538,1459562877
1358,958,1689,-3837,1464083749
12,169,388,2251,1840027826
1061,1693,1976,-2348,1993595437
794,1428,439,-8194,1439448318
1796,1842,1344,-9496,1279905254
145,742,110,-8399,1986459217
299,1729,609,-7501,1254564897
757,1883,63,1100,1425497762
1394,1254,251,-7470,1631202545
191,1982,493,2643,1004916450
1038,139,1775,-4936,1411933292
302,972,453,-9342,1094566916
819,845,1364,5251,1267483180
1059,1348,331,-5802,1867010822
750,1515,1280,-3190,1032342197
758,736,659,-5241,1840267072
1136,618,102,903,1678794135
1122,583,107,-679,1530828036
386,972,1997,-1964,1957665780
154,945,1327,4300,1023814526
503,1633,1599,4167,1323583586
1068,1610,227,-6046,1116798421
1118,1469,25,-2145,1041928842
699,1061,39,-4996,1234414580
1208,1288,1428,-4202,1224411160
740,1471,783,-9459,1208626513
652,1588,843,6450,1170391826
753,684,1172,-6041,1764072960
1051,1156,1114,1168,1238576274
1221,1277,374,-2488,1233841735
1534,950,983,-6333,1930193740
831,529,418,5313,1355919516
153,459,1699,5308,1135359152
1970,162,1996,-8757,1821925271
1846,208,501,559,1268168678
1487,1331,1083,-998,1836914732
1621,1037,1852,2372,1321100928
1425,351,46,-4436,1738660496
1277,58,1106,-1422,1191129005
1244,131,1960,-3097,1275100170
1397,1070,305,1882,1021058676
603,1641,64,4278,1798767797
737,1624,1951,6891,1268545103
626,494,1945,3223,1024318329
86,1633,1125,-5320,1955495611
482,1693,1363,5811,1268066872
402,1422,1999,-2755,1126850727
44,124,1551,-4291,1807572766
741,1988,1658,6360,1792106101
1030,1809,177,5886,1799483169
1489,628,298,-517,1627792918
1814,874,433,-4217,1207928244
1491,411,788,-3732,1948604068
610,1204,696,-5451,1173977705
418,1726,1686,-1172,1661755630
1238,456,830,5511,1677323062
371,1124,1728,1773,1567670689
1669,781,1200,1911,1503501947
1285,1921,339,1368,1184698049
1311,1608,1268,-311,1802640403
357,1479,783,2721,1668994840
311,553,1065,-6974,1561783486
1895,311,252,-7378,1001167689
1343,1745,440,-6668,1673439020
1569,1886,721,9953,1677317005
902,1,1039,7578,1195640325
82,457,967,7279,1179261393
53,1100,178,3723,1261841720
175,294,762,8969,1938481956
1988,40,1672,7094,1940536679
1996,312,1083,-6531,1960546480
69,1040,765,3556,1265912049
1529,861,846,-2280,1006258131
23,1424,1700,5336,1569412262
1903,358,958,-2568,1311627926
1253,318,1387,-7428,1125978933
185,330,1764,-9717,1159580773
1867,997,207,876,1057365130
920,604,424,-5766,1558840542
214,402,17,8273,1551190375
55,1458,923,-3997,1479105066
265,1507,526,4908,1213845759
1175,664,328,-1940,1113951932
880,1481,899,4126,1109939308
351,1590,1822,3751,1630955290
1759,166,1688,4824,1705756904
1109,826,1371,3510,1203856889
502,952,1885,833,1688660654
362,134,1773,-5562,1285334559
407,285,1453,-1693,1638845633
1449,252,1265,-2215,1779952858
571,1869,1255,6043,1983408739
1061,615,1741,8564,1502153918
1135,90,1797,7854,1674921916
1734,1680,829,-4494,1220045620
1136,1837,1369,6039,1599878909
640,122,1569,-120,1484011742
1033,97,1798,6162,1558844794
508,85,1161,3533,1188060443
1451,789,493,8587,1505584754
1102,635,157,4136,1683227715
1317,830,7,8824,1726685492
38,1878,1138,6715,1835759636
1784,487,1246,-1372,1800552524
157,149,1210,7411,1099952136
1566,800,1639,-4996,1350272968
1483,1522,91,-2457,1291028287
1030,488,1182,-6236,1279523463
1274,1607,1730,-7620,1324805179
419,1686,904,-9318,1301661899
46,1370,1725,8344,1325942875
268,769,1005,7444,1046728493
590,1378,1545,-8132,1293079586
1333,202,90,-5259,1779729863
262,1990,1274,3142,1076958696
1298,1265,1711,-3381,1620817509
1569,958,432,-7806,1753947356
1754,594,1585,-1354,1511021241
1625,445,878,-9933,1631216185
1603,809,649,-3885,1506557363
1100,366,1553,6557,1345001000
1597,187,1325,-8378,1597715141
1658,64,1015,3212,1747306891
1379,761,480,3074,1326851281
525,1066,156,3090,1230674201
1214,441,717,9163,1726986393
1961,431,186,7175,1367078787
708,208,325,-7179,1801778039
185,578,917,8568,1656884806
1538,964,380,-3631,1203173512
902,721,921,618,1784050353
1691,527,1856,-5285,1918657062
325,1107,1641,-7769,1372039999
341,1043,1751,6911,1680649909
1104,777,1068,-3151,1918582864
214,1209,1104,-3764,1265532899
1458,1888,445,898,1617034994
266,1180,1245,5703,1657505432
449,454,989,-537,1249797606
1378,400,1340,5109,1468440470
1198,1549,1374,-9954,1237777437
1506,1784,1094,3928,1407161761
1766,80,1571,-569,1635139275
690,566,1756,-5053,1550779498
1422,1701,1996,3033,1300123209
109,523,1883,-2841,1074790136
957,1046,98,-5486,1035698507
1154,490,1124,-991,1596599882
1830,1256,1039,5674,1772351300
1562,1165,586,2643,1065503619
1617,1270,707,3276,1765983473
979,446,914,-4366,1747984575
903,1893,1291,792,1216620282
749,1529,243,-5625,1402243848
558,1469,1387,-2079,1004923922
1671,1314,1681,8415,1982703290
1777,1503,444,-7571,1864164322
816,561,9,170,1023928694
1031,1619,944,85,1893821872
1049,1973,1353,-6856,1299624293
1231,151,1608,-2116,1343364541
1206,429,1295,-342,1371472096
789,1809,623,-5959,1684480073
754,1643,159,-7700,1981562232
1730,590,451,5650,1658926825
1953,1921,529,1685,1470695388
433,1324,1599,-2899,1186501938
1789,113,1345,-6021,1805987561
248,1639,486,-856,1203776905
954,986,697,5582,1957097440
138,820,749,5632,1710703516
1130,909,1689,-5584,1205715319
448,1304,759,9086,1548539558
1605,1354,1474,6052,1455740673
538,445,38,5454,1036061511
851,157,146,5292,1009064762
370,947,432,-7571,1777255679
554,838,745,4429,1391984465
635,1785,1220,-4118,1889186539
1869,1921,169,7227,1188965340
894,699,743,-2610,1646577639
1506,932,1171,-488,1424270750
1921,1563,190,9200,1850290245
1427,372,176,-3120,1082794442
947,1290,1696,1242,1216691712
1280,1756,89,-6290,1469155862
221,1964,289,-2812,1750251667
753,232,1871,-9374,1521331310
654,1989,16,8102,1419241664
114,515,722,8189,1873234970
1312,1099,1044,2690,1738941370
1612,1874,1882,-7542,1183676517
1081,1543,407,9146,1589961499
1234,1884,1948,-6443,1833092024
1098,1929,662,7980,1748064337
1555,157,261,-1591,1588508967
479,1571,543,6817,1574532767
578,1163,1695,-9701,1212541594
1897,64,761,-8856,1831613435
1548,492,1448,538,1652469910
1237,833,1435,1641,1003591303
1317,1107,650,-7957,1359887821
1779,1151,524,-755,1708040347
1223,1754,668,8341,1387695673
637,1135,1225,3095,1940256531
1597,1059,1378,-7313,1077743020
937,1041,1280,-9505,1529045365
546,982,174,3219,1289981518
1518,1568,1323,3637,1693533677
804,850,1446,4277,1674998668
455,1302,1813,-8211,1716432361
180,15,792,7039,1210021747
1143,1512,335,-7702,1169101251
722,1839,517,1424,1431463564
1612,1685,1163,-3700,1592045898
1377,1082,652,-193,1354420291
1763,899,1914,-8254,1672875727
1766,1618,200,-684,1900359861
1896,1623,319,1400,1875956585
1314,1535,1967,398,1293135189
1274,1589,1917,-5792,1851699954
1617,1364,494,-8210,1092529690
452,683,756,1095,1950726092
756,1365,1277,6341,1692233991
1715,1510,1364,261,1525936591
1687,1531,1690,7063,1558247323
836,1106,1774,-266,1275237258
931,306,56,5702,1654415353
628,1156,1019,-9481,1425195345
803,308,1407,-6347,1867973052
672,848,1164,-5755,1191934646
234,1627,732,-319,1882879301
1322,767,907,6408,1833950308
1720,589,1059,2725,1033847039
267,1750,719,-473,1883327016
1576,16,1288,-5317,1615964821
1426,7,1434,-7722,1864226948
810,1085,687,-5886,1630146476
1231,1367,166,9845,1313694495
380,380,1012,8007,1532414361
1303,1116,314,-3024,1057601720
1653,202,969,-3267,1736396486
1006,691,484,-7271,1984637931
513,1781,1661,3040,1747111770
1957,1357,227,7349,1079162815
118,1847,1791,5992,1487196785
911,942,1042,-3845,1675987275
1887,587,335,3962,1784288215
27,1604,1284,-3046,1428039679
706,611,864,-7840,1745594350
1895,1142,481,4093,1268223932
951,865,844,5728,1836982589
389,751,780,-3230,1654711879
744,229,1810,3449,1463911612
284,870,1455,2535,1142050787
1991,493,1411,562,1754486206
251,704,54,4202,1901926240
1957,1426,600,2498,1783918852
24,394,1371,-3386,1212474479
1366,1126,988,-7589,1699585168
1431,693,1997,-1176,1401109309
1607,1742,1335,-6100,1996210876
1654,1396,823,1911,1943265451
68,923,940,5480,1553944501
1380,203,1841,3728,1729813740
1861,296,488,-3653,1527029617
636,1009,666,-4412,1373342589
1829,1554,1372,3896,1139969595
1052,1680,1983,2208,1612001145
1362,824,473,-1791,1829793633
1978,1692,390,7985,1186707357
108,1775,983,-4918,1498259763
676,818,715,-4035,1673368438
299,1801,1841,4789,1150459071
264,709,824,9079,1705463450
1474,277,385,6621,1968220574
1264,1883,604,-5710,1847701315
1769,1827,1066,5136,1521377314
1038,1351,1444,1052,1613986511
1989,124,25,-7757,1156548141
679,266,1416,2618,1064905629
958,1229,359,2331,1192464543
3,805,1904,6113,1952771031
959,227,78,-5792,1782405984
113,1329,241,-6850,1776522276
1241,411,627,9013,1068015423
827,1443,1407,-9334,1675427905
848,1556,1437,9194,1997778166
262,1888,1185,6571,1357991874
160,1014,717,-5434,1445161055
1917,1726,1989,-3565,1595785474
1855,1003,797,-8910,1758130474
913,421,1733,4731,1026371799
1524,847,1086,812,1142256185
1057,1767,872,1070,1480112788
912,1035,128,-2754,1578653936
881,1510,1918,-7851,1141492284
1235,1203,1241,-7775,1778503153
1990,76,1139,6692,1844046472
39,1480,820,9397,1560454515
1710,783,1770,-1279,1019352326
316,1910,269,-2891,1336658771
190,454,598,-8734,1092900568
68,1023,1685,-3159,1023265805
175,1198,1203,7989,1634764995
1615,869,165,-7814,1164699617
1953,1283,740,2959,1705744934
653,1053,854,1577,1319534420
1023,209,1549,-7686,1517751992
451,1261,1720,749,1191393969
853,813,1035,-9931,1370320821
79,790,1484,1239,1740448708
1500,926,110,5430,1086297576
297,880,1995,-6167,1178090754
351,1654,1096,-7640,1386912472
1450,1698,1993,-9050,1339611126
732,1881,1607,5713,1943933087
979,1262,676,-9704,1909233266
1455,245,1496,4554,1199657836
510,1207,81,5900,1000379436
265,923,1450,-329,1486079057
514,1884,566,-6089,1703351770
1143,183,840,-1721,1154054859
1460,597,1943,-6109,1438942744
1892,375,1754,-6276,1668711848
1780,291,1060,1970,1936058080
1154,1467,646,-6048,1269019069
811,1264,1140,-9841,1259193909
1651,68,388,-5171,1110288721
231,394,1099,-2530,1057728502
433,1557,345,-5283,1815398624
577,880,1466,6031,1736811803
956,1753,1511,7382,1543405530
246,742,252,9372,1974056681
1670,189,1966,-6742,1477316644
1143,42,833,8619,1288754343
669,710,1236,3459,1544456990
1151,155,277,195,1962537131
1026,472,1425,-1169,1999672106
894,1896,210,-9047,1707637110
569,466,536,-1580,1105240918
1425,1273,1710,2600,1519224498
1414,1147,500,-2499,1135585016
894,1323,1832,-7222,1537020054
1335,790,1969,9432,1773005538
1543,1130,894,1036,1936416068
318,1714,730,-6170,1019927418
1754,534,82,-2334,1919912349
1319,33,865,7195,1185322389
1036,166,1536,-4778,1455291819
1068,283,1116,8687,1321744908
579,1305,230,5196,1085274442
1139,1944,696,-1713,1426729367
572,1556,453,9744,1275877340
508,1142,711,-4390,1166721132
1518,19,1812,5411,1778320850
1316,1619,419,-6342,1086218990
1269,772,1952,206,1590721700
1883,1891,1803,8048,1057370522
204,870,709,8738,1930243967
1032,528,476,5616,1909625104
958,25,1665,4080,1192346125
1579,285,1956,-2392,1039289287
1365,424,1945,-6431,1212418688
1447,488,425,-8409,1575150173
1148,194,1531,-7439,1077195708
1345,1706,1898,-5809,1542866915
1674,1151,993,-1893,1323545133
1991,1500,948,-7894,1037654136
1413,1801,845,-303,1392722336
1186,411,534,-9920,1055819690
105,1981,1166,-2797,1458371949
1687,116,1807,8959,1859226677
822,691,1932,-2097,1425042575
1576,508,499,-325,1161626379
290,1084,447,-8171,1765821339
175,1861,1644,8164,1682278953
1958,518,1243,1646,1027493768
983,996,1123,3487,1063217237
377,1466,1709,122,1944156307
1029,1493,1250,3171,1618917666
1971,166,582,7965,1289504872
1615,539,724,-781,1013496669
364,919,1953,-462,1028713867
917,1276,1085,-7605,1024028403
192,1607,1269,-4680,1686608897
1633,571,1273,-5652,1074210870
113,497,1812,8935,1503755545
135,30,1346,5337,1386270778
1633,767,1299,3337,1941245452
395,1797,414,-2151,1722641819
1131,1911,1002,-6971,1587236051
97,207,763,7587,1874748895
282,131,244,8891,1931980708
996,1460,523,7121,1794770067
366,1823,1618,-9147,1158256549
1845,1791,1421,-9348,1999828138
1059,507,1845,-9154,1511395194
1314,1642,998,-693,1756818678
445,1585,1508,-7127,1599308928
144,990,746,4948,1836075989
701,438,79,7901,1637192427
1110,419,1844,9707,1099681084
1766,1988,1873,5300,1764151474
1281,1944,732,-2346,1503263682
1022,796,401,-7739,1738272267
563,330,1091,5036,1376327502
1081,777,752,7727,1237501624
35,1159,323,-4072,1448216867
141,1374,318,-6231,1249695290
389,1491,1477,-308,1100497234
1886,61,1646,-5066,1269249265
1713,1153,1977,430,1402591975
797,1502,689,-7651,1408770690
82,1009,1337,-2374,1192229810
827,185,354,-6822,1200945406
1292,1004,809,4107,1472548367
904,1709,545,-5810,1209070448
1183,72,1696,-415,1732149811
592,230,267,-3729,1708761493
1600,1694,1528,-9290,1717351444
914,1098,1347,1243,1203570941
1801,157,1503,7497,1349180707
444,1086,1289,1509,1362113557
1969,849,1401,-8991,1870603575
1195,1577,1226,2532,1755307852
1963,563,867,1214,1321361776
1247,795,1774,-4325,1516489091
439,180,1041,5324,1187683559
1600,1970,197,-4627,1216565868
1964,1480,393,6277,1025939977
1978,1277,933,58,1273731948
1676,888,1762,3695,1751181731
366,773,1478,8603,1380385069
1956,244,1965,1532,1294647811
1368,750,1883,7499,1088403547
492,1973,926,-3142,1276575663
520,1144,704,3839,1233866284
1128,1346,1936,1865,1426269890
333,1596,253,2068,1922442094
1965,56,1387,1096,1508668937
501,428,1093,-9113,1517969182
234,759,1324,2241,1590973818
1644,1536,497,4284,1488477346
997,1903,1135,-773,1270725393
468,1327,181,2219,1621750591
1160,689,1306,8366,1650893545
1917,1602,1748,1239,1989411716
1347,1961,951,-1144,1778075224
1067,111,1788,-5963,1017313494
392,854,1586,-4405,1106764307
64,387,841,837,1028157479
1541,940,79,1707,1762478264
1531,1036,466,1427,1815784902
957,1961,843,91,1617851299
408,145,199,-8368,1759212200
531,283,1934,-6425,1330893459
1842,669,1400,4718,1670930529
369,1065,631,22,1620730037
1250,1751,428,5030,1120286957
290,1361,1499,4201,1886206849
1947,1602,952,7742,1554873659
176,1943,774,2117,1845397236
357,628,908,-3662,1401848811
1067,1919,399,-2142,1140076612
950,1444,1709,-1040,1322820660
1073,948,1592,5580,1827303306
232,1884,105,-5042,1166340662
1036,169,1036,-3271,1321401635
372,1388,250,-2326,1212759056
1433,1463,1916,-2123,1527756171
